,0MC_1,0MC_2,0MC_3,2MC_1,2MC_2,2MC_3,4MC_1,4MC_2,4MC_3,6MC_1,6MC_2,6MC_3,10MC_1,10MC_2,10MC_3,14MC_1,14MC_2,14MC_3,0MI_1,0MI_2,0MI_3,2MI_1,2MI_2,2MI_3,4MI_1,4MI_2,4MI_3,6MI_1,6MI_2,6MI_3,10MI_1,10MI_2,10MI_3,14MI_1,14MI_2,14MI_3,0PC_1,0PC_2,0PC_3,2PC_1,2PC_2,2PC_3,4PC_1,4PC_2,4PC_3,6PC_1,6PC_2,6PC_3,10PC_1,10PC_2,10PC_3,14PC_1,14PC_2,14PC_3,0PI_1,0PI_2,0PI_3,2PI_1,2PI_2,2PI_3,4PI_3,4PI_2,4PI_3,6PI_1,6PI_2,6PI_3,10PI_1,10PI_2,10PI_3,14PI_1,14PI_2,14PI_3
Trigonelline_[2M+H]+_275.1018_20.74318,373995.20,95527.77,156157.10,39317.96,72071.60,398105.90,214842.60,2911788595.00,330244.30,292012.00,6793606522.00,516962.40,277420.90,40662.74,47844.93,130951.30,123571.90,278362.50,810012.70,1782151.00,550447.80,937320.20,777223.20,881294.30,745969.40,954008.60,676515.20,904569.70,28400000.00,25200000.00,1375377.00,18200000.00,21600000.00,641645.60,38000000.00,36100000.00,1120718327.00,332440.70,48915.76,22871.74,271125.60,363493.20,190918807.00,310688.80,222614.60,36408.32,509038.40,160252.30,109275.00,378993.60,246521.80,136740.40,168129.20,222434.90,714078.70,8524522553.00,339012.80,940761.40,155524.40,905643.80,576018.80,335340.20,893031.60,551578.80,14600000.00,13100000.00,392781.00,50100000.00,54400000.00,1377108.00,44500000.00,37400000.00
unknown_253.1174_8.36246,220237.90,625655.10,318503.00,317382.20,801039.20,122906.20,295975.00,417692.90,142872.80,280276.00,466682.10,183387.80,172337.60,262295.70,270427.80,198787.10,245323.30,28144.85,137991.40,74441.24,140784.30,179966.60,54845.91,43796.64,82600.71,21283.49,41575.49,201680.10,93566.44,53444.32,40648.70,44589.42,23466.12,2206024014.00,25160.17,21451.47,258373.20,330806.50,439020.90,376439.20,443268.00,347545.30,132533.90,291644.00,36665.76,254710.40,278577.20,26694.97,100086.50,311154.20,6040398944.00,174667.10,362688.00,180462328.00,82576.78,469723.40,160715.80,152238.90,364028.90,113462.40,70199.44,31554.72,22409.39,61216.11,63130.61,23085.38,87944.15,42236.45,2234086789.00,64630.15,23587.60,2120088036.00
unknown_152.0668_4.715895,220664.40,1889024911.00,69014.27,1972939073.00,22305.14,116049.60,164587.30,2066135151.00,2680980.00,279673.10,253885.20,86403.44,1230688.00,339107.80,23425.76,374127.70,429556.20,89981.79,932964.80,746204.00,776576.70,1050963.00,3286106.00,3543421.00,4584104.00,2878968.00,2387960.00,4824664.00,3769970.00,3423994.00,2486745.00,3168195.00,3736278.00,1775046.00,5769458.00,7307580.00,1116792.00,1135623395.00,149647418.00,24721.13,38901.52,27387.02,211357.20,182083.90,46910.46,128467.30,222616.80,41259.16,49279.81,194379.80,86044.54,1828212409.00,2046489338.00,1767799386.00,514228.90,27042.10,484280.50,800582.00,27676.02,689041.20,1947842.00,21583.23,3354174.00,1656777.00,1401850.00,2022656.00,1599087.00,2782240.00,3006509.00,1309036.00,2102671.00,1769741.00
unknown_329.1483_23.39253,22515.42,46679.25,28141.10,39778.05,45167.66,93452.46,22106.61,174958032.00,45282.31,26174.55,67614.12,181650.50,52331.07,89639.69,160397.60,38391.82,23599.91,44761.87,152806.10,121038.70,122986.00,194964.80,2001204615.00,170764.80,29142.00,120789.50,105708.00,153650.00,1022333.00,1048316.00,173578.80,512270.50,679534.20,146348.30,511004.20,580654.70,142795.50,61839.50,119553.20,1930875725.00,32958.07,1462971038.00,21438.53,162704.60,24963.85,38648.91,45146.98,34523.78,1452638673.00,4231810446.00,61517.57,22571.10,43616.69,43595.62,218758.90,47085.37,174914.00,258377.10,75124.69,215813.10,160695932.00,37931.14,115978.90,155502.80,313068.90,204060.70,172187.80,1332463.00,1095097.00,148538.30,1291513.00,1115197.00
Cinnamate_[M+H]+_149.0592_25.12905,204343278.00,57936.97,11035.95,25229.23,23958.12,23857.97,22477.56,25129.19,24482.16,37927.19,37662.90,43428.77,37427.72,55208.09,44840.53,4928845866.00,7564801006.00,2178402793.00,6242414.00,6422012.00,6963098.00,6548214.00,2209997.00,2167589.00,5698280.00,2181464.00,2210726.00,6854638.00,5191996.00,4605340.00,5611700.00,4408906.00,4427960.00,4575416.00,10800000.00,9543161.00,41170.51,23188.74,45993.73,24006.54,46241.85,34626.23,36023.89,34516.83,36289.75,11336.95,76709.09,32772.45,1706679453.00,23525.64,28046.99,45455.02,26019.49,6330421256.00,7598886.00,89800.69,8576135.00,8409475.00,58550.76,8729969.00,5174252.00,2338343325.00,3640544.00,3967558.00,4386666.00,5615768.00,8749805.00,5271046.00,5417700.00,6905912.00,4609901.00,5434200.00
Benzoic acid_[M+H]+_123.0434_5.861516,23941.31,8944061358.00,38592.31,21311.56,39293.26,5520021303.00,2007224303.00,38471.31,51223.82,37449.75,37921.64,27478.62,22953.97,31325.42,32986.54,5060809838.00,27306.40,38098.85,2230276.00,1630193.00,1807787.00,1847420.00,7053190.00,7195144.00,5819824.00,6394000.00,8995947.00,6247562.00,2466543.00,2027291.00,1721650.00,1634210.00,1469445.00,1135276.00,1305093.00,1488786.00,55487.11,24566.41,45534.24,40550.45,24375.11,43209.56,38176.04,47371.48,22349.78,34181.46,21525.70,43688.02,56520.17,3437277925.00,22436.05,72922.83,35912.96,82092.37,677082.30,83760.67,1449710.00,1185458.00,110316.60,968619.80,3088883.00,38669.79,3991727.00,2935173.00,1716087.00,1595129.00,1110138.00,1565898.00,1178982.00,843744.20,2004729.00,1683832.00
unknown_305.098_9.083259,74680.27,101438.70,1792054746.00,47257.28,154577.90,24320.07,21944.26,257158.20,69711.57,26975.60,153900.40,22989.86,155655.20,162499.10,38260.09,39547.75,41892.54,43315.60,205325.40,163147.60,198238.20,229412.90,144943.90,120438.30,114923.10,90672.82,65112.88,115590.20,121891.50,130580.10,207468.60,128804.40,149909.20,153684.20,1335728096.00,147177.90,285920.60,42437.25,44080.70,45505.67,44509.75,1471492316.00,8906811413.00,144344.20,26212.70,54424.23,28340.78,1270252851.00,41064.09,129145.60,85824.14,22452.80,37590.17,201201.20,161968.40,165273.60,128684.80,171662.60,110622.00,35399.45,35128.01,126109.30,67092.13,69132.16,153007.50,28277.51,135251.00,214478.40,211324.50,59636.15,168329.30,108829.80
Afrormosin_[M+H]+_299.0933_47.15349,72003.40,301784.50,257635.70,209238.80,91306.65,149092702.00,161905.70,81558.49,106628.20,221686436.00,45354.80,1164143.00,2519460846.00,201743.40,43264.89,191000.80,302592.10,190484.00,2413136.00,2607596.00,2154826.00,2609780.00,3432144.00,3625006.00,2748969.00,3724689.00,2917243.00,3772219.00,5585620.00,4915696.00,1763570.00,5859478.00,6225620.00,1477128.00,9301073.00,8986902.00,424852.90,404582.50,24636.16,319635.70,509346.80,21606.27,100961.10,27216.60,2210292371.00,244311.30,321783.70,139343.30,160390.10,287936.70,179130.80,8446613508.00,366954.60,126057.50,877211.20,21539.65,730770.00,739046.70,25096.94,1456470.00,1515083.00,217447.90,7947282.00,2227644.00,4630571.00,4900295.00,3075625.00,9297441.00,7413642.00,2043155.00,6573050.00,5748122.00
unknown_287.1253_27.97125,333782.00,452460.70,373595.80,188158.30,586479.90,687604.80,312239.00,498213.20,488551.20,447769.30,474614.60,718909.20,378571.90,434988.10,579476.30,337822.90,349141.70,890573.20,45193.25,138534.80,1248639006.00,65750.30,35214.89,26194.03,1404766692.00,59986.61,9418871853.00,29333.54,227595.60,295263.80,100702.40,130386.40,144635.90,25146.45,346502.60,308035.00,180930.70,392519.90,554475.60,94596.91,353960.10,402707.80,42751.54,108713.00,423509.50,394475.30,167680.70,424123.30,81274.11,457575.20,1328100.00,346663.80,523627.90,1528235462.00,26802.01,493192.80,47135.77,1974638525.00,478269.70,33234.41,1005471103.00,458507.70,39688.72,39631.52,44531.48,69200.51,22275.33,251439.70,296145.10,25184.91,280880.60,220030.20
(-)-Jasmonic acid_[M+H]+_211.1316_51.83964,26051.02,756071.70,497747.70,1497099736.00,6234700.00,1072696.00,5311406.00,37821.19,375315.10,9880858628.00,1033411818.00,43587.30,3846439.00,1318546.00,1040270.00,6626518.00,675469.00,279327.90,79237.60,50835.17,28069.80,79457.57,49888.91,62959.62,87408.98,88415.31,128130.40,102320.80,63863.47,113599.30,44145.34,60752.22,167846.70,103007.10,24216.19,56898.42,962363.90,595366.20,4955076.00,9435443049.00,657802.30,5802728.00,39271.82,427171.90,26905.28,107792349.00,396926.50,3036860.00,3727371.00,499961.20,346584.00,3415015.00,371663.70,325294.00,104527.90,6921696.00,84576.32,23622.01,7035258.00,36935.38,26228.29,1575771.00,120610.20,46077.43,78830.64,79261.28,153398.60,1689375826.00,82041.60,66860.91,25639.97,26458.37
unknown_331.2007_63.53427,1414733709.00,5813901212.00,6537251079.00,287452.90,68802.70,1870353.00,474304.90,3567986.00,1459683766.00,42208.55,966001.30,6750324995.00,220945.80,1809388.00,1235343087.00,414280.40,1391279.00,86613.54,558580.10,461637.00,1466988.00,630304.60,490585.50,683006.10,953641.10,517968.20,610292.60,1016119.00,762013.80,779847.20,623100.80,523101.50,600990.20,398199.20,503304.00,432508.20,745630.20,2105153.00,1777147.00,53300.33,2076838.00,127961.10,251006.80,111877.10,2803805084.00,472622.80,2133690.00,238316.00,2041647.00,1797341.00,97627.66,2175941905.00,242336.90,1563891.00,639249.70,159807.20,698999.70,585715.10,221581.50,623759.60,797874.30,137161.30,906617.70,1042010.00,822114.20,755142.30,873455.60,1074620.00,1556579.00,980481.60,1221922.00,1093011.00
unknown_323.0739_4.774366,196725.30,73478.30,51710.93,56116.33,1481068396.00,1867703386.00,4399698021.00,21018.93,270543.20,223775.30,122197.70,359808.60,172558.10,97177.34,736941492.00,110105.10,92086.60,38507.84,2250906.00,2498042.00,2138231.00,2697655.00,1281396.00,914407.80,1786637.00,851346.50,1020931.00,1739325.00,1218933.00,950205.80,2522882.00,1388113.00,1391328.00,2286018.00,3478983.00,2678390.00,67781.12,118770.30,1859813893.00,920204822.00,140090.20,130460.60,98431.07,371369.20,233968.10,26808.99,445414.30,43751.33,106887.90,6466059727.00,105783.70,86776.79,122614.30,196207.60,3277910.00,130435.80,2010208.00,2436810.00,24435.31,2414462.00,1540877.00,268722.10,1397770.00,1947181.00,1620872.00,2311743.00,2512296.00,3725459.00,3531251.00,2792000.00,2510861.00,2799912.00
unknown_305.0645_19.13618,2182204178.00,352241.30,255277.80,297420.00,180248.70,267108.80,348358.50,25599.62,24990.91,1246797999.00,49390.38,51837.66,194735.70,294075.80,911044.50,67073.67,255111.90,360667.80,200554.40,213751.50,134488.40,137712.10,175313.40,106611.90,149255.20,157039.60,82096.23,111119.50,169410.80,127116.00,97767.56,139037.00,135713.20,96887.10,111956.10,66368.60,71217.26,208734.20,131209.50,126344.30,41165.44,181497.50,2583863292.00,44984.42,180485.90,49626.95,90380.48,175094.60,230253.90,22361.80,228406.30,275104.50,86469.84,122892728.00,88483.00,225067.00,132847.60,75956.80,98547.56,125428.80,105105.00,58446.41,157653.90,195528.10,198783.10,138413.50,1490589247.00,6604538845.00,65492.30,46771.84,75983.09,7462222996.00
unknown_309.2196_64.60728,6230648487.00,284582.20,2078061275.00,216353.80,324216.30,1400416636.00,326109.20,144153.80,86321.95,101570.40,229113.90,225760.80,267449.80,5744863853.00,1205038088.00,352320.50,182091.90,181522.90,307740.50,134585.30,256017.60,421034.70,253204.20,217106.30,191285.50,405853.70,439323.60,248133.90,508349.80,641094.00,1148959296.00,393611.70,593274.80,118331.70,121409.00,140082.50,320949.20,222621.00,134585.40,2040378.00,152770.30,336771.10,267041.50,1140731993.00,375715.60,332469.00,136129.20,1458175365.00,117923.20,151314.60,1888183501.00,136474.20,369996.30,113862.60,199989.80,1872018.00,209514.80,237684.90,413574.80,149693.80,346867.10,562219.90,479910.80,247807.40,494822.60,525488.40,621009.50,203172.20,343347.10,402423.00,228180.80,244446.50
unknown_277.1073_7.290372,89849.75,197331.10,106782.20,37743.86,9310428984.00,122643.00,1824776.00,23557.10,34385.48,2339614.00,2541923.00,23213.26,24755.33,2183235404.00,273667.40,308668.10,239447.60,144854.20,129897.70,77035.32,35129.71,132299.30,58172.28,63794.64,1153265.00,7887583879.00,109475.70,3323150659.00,66752.39,23933.35,202721.40,24245.28,45405.81,63418.48,9633409306.00,80404.66,4520323.00,102495.70,163738.80,73294.30,146794.00,199593.60,503110.20,977517.50,8154196352.00,725512.00,206699.10,24916.37,167902.00,114625.00,121524.50,1354237516.00,194825.50,89509.59,89850.01,67264.25,194283.60,168458.30,225749.50,124062.10,168317.50,85479.70,49361.11,400635.60,35433.55,23205.14,195231.70,181058.80,135865.90,125049.50,154521.60,105276.90
unknown_175.0591_2.65992,100591.40,159977.70,120941.90,110696.70,94213.91,264119.10,80420.40,66105.27,21469.03,121561.30,138288.00,99243.29,69860.95,93098.48,1801112412.00,123860.50,107485.30,200805.00,86522.13,114951.90,9570708563.00,2930192862.00,82044.38,67514.68,88137.90,106853.20,157214.60,105246.10,154788.00,58466.10,96860.21,122213.90,126339.10,46844.89,100580.40,121656.00,7427550698.00,143668.10,105417.60,2145820741.00,118087.40,151991.50,63840.15,142296.40,190638.30,4903249303.00,98739.12,90890.06,86187.70,188182.90,197815.40,76850.09,110547.20,158873.80,23878.67,149315.40,144061.30,23789.82,101146.40,85742.60,64456.11,340428.40,84806.84,173498.40,1232328944.00,134697.00,120505.70,108746.50,184133.60,26696.78,212871.00,264555.30
unknown_227.078_7.118505,220505.20,8902335.00,8054954.00,4260432088.00,317295.40,8178830.00,118832.20,249863.70,21501.67,1728249912.00,5160654.00,272597.70,9929856651.00,7462200.00,418674.60,8165214.00,8554817.00,7774086.00,106277.90,58387.59,26280.50,318794.80,59094.86,24953.90,38258.85,156767.50,60682.02,99163.77,171433.10,324974.30,85325.34,161106.40,280211.10,33357.80,1634785001.00,279845.10,539795.20,318605.00,8320518.00,183526.60,300804.80,3602409594.00,3186788.00,185429.00,108076.20,3349175.00,22335.31,8176584.00,285260.00,307597.20,8016900.00,388802.20,9911557.00,40082.18,1484046184.00,8975187.00,27387.64,37471.20,9289824.00,63338.93,44795.79,2232232142.00,1991751848.00,23442.89,167621.70,21596.43,51249.03,21511.83,140478.70,41695.78,290601.70,27670.19
unknown_309.1114_32.59032,24136.40,130775.80,77993.66,240182.10,67893.70,140855.80,427201.50,9465934329.00,123878.00,127296.80,143887.10,49338.99,44539.43,1190840187.00,94414.18,1200918317.00,145219.70,25400.80,3343627.00,3856108.00,3354227.00,3330072.00,3985597.00,3892110.00,2240780.00,4101643.00,3435169.00,2195282.00,3156488.00,1882796.00,2489291.00,3045397.00,2063353.00,2176066.00,1681696.00,831023.60,21093.62,123914.50,221066.10,1678472027.00,157311.20,139396.80,31803.55,48214.37,1512882921.00,5350919932.00,36062.46,48905.19,234420.20,215651.00,24736.06,256959.30,104562.70,1426285412.00,3232909.00,77793.46,2277297.00,2664723.00,144129.30,2615025.00,1675218.00,167901.90,3037182.00,1658691.00,2962852.00,2973873.00,3084416.00,1169985.00,831689.70,3063283.00,1480820.00,1320446.00
unknown_459.3558_76.44196,21289.03,437221.80,1633918847.00,46197.95,703018.30,21451.71,312038.00,572763.90,24857.41,145961.70,4373266754.00,132243.90,302739.80,6250643658.00,23019.25,22262.06,149784.90,22262.12,565270.00,372289.20,327070.00,687212.60,51159.62,25220.96,1064730.00,176170.50,139758.00,1096563.00,450496.30,465182.40,686860.50,551742.10,354363.20,633902.80,154587.20,195436.00,153113.20,25770.17,24457.08,2194717155.00,21366.90,175627.40,179607034.00,81332.91,23003.14,148985.10,96268.62,320195.20,23136.64,2032501654.00,24466.61,22438.83,309810.50,22224.40,707695.00,161103.90,609068.40,587649.00,181751.70,520496.00,410861.90,1323396056.00,31167.19,624239.10,230069.90,143093.20,527964.10,283218.50,268603.60,352673.50,369590.60,313045.90
unknown_329.0435_13.29091,24089.94,26632.36,27179.49,31129.60,27734.72,24873.04,23267.03,146666863.00,69551.37,6978819668.00,34829.51,28332.09,24724.64,2116935433.00,1009829818.00,23830.38,32147.78,2175272131.00,94341.60,77547.12,25736.67,24187.81,25909.71,33368.72,467805.20,145563.90,156550.90,349096.30,529331.70,400725.00,191452.20,128218.50,151777.00,119225.40,391773.90,305811.00,27431.30,23885.50,38333.57,24916.53,86704.59,23851.80,20783.04,240832.40,28438.96,23790.70,1772312618.00,34656.62,21462.63,26940.66,37216.77,23092.16,56387.94,24358.68,117038.30,50083.03,81369.24,578778.80,7946255624.00,118453.60,2090587.00,7218478855.00,79784.18,474504.00,83449.02,27867.86,127114.50,78795.91,23136.87,154544.60,356033.50,321579.20
unknown_put FA_327.2284_68.29414,1223500288.00,222459.80,123890.00,131206.90,117167.80,134759.10,146654.80,1617344683.00,481371.20,463074.10,136338.40,431258.60,172206.90,134471.60,104707.10,1705015467.00,97080.81,998364.30,24876.52,87536.26,38472.32,113419.80,134305.90,73968.31,108114.30,118688.10,52087.80,136331.40,212756.00,94744.27,160408.40,168516.80,21924.60,44550.42,87465.85,5600748574.00,179602.70,128814.80,39595.92,160750.20,150522.40,155251.30,87903.25,1402422.00,386294.40,38775.29,7460989312.00,1098734902.00,1287942524.00,89705.66,445189.50,7567124349.00,1544259379.00,94367.74,99623.93,1616107368.00,84791.02,144796.50,207547.60,105853.30,214559.80,183091.00,44316.23,164540.20,224586.80,125101.10,150052.20,123821.40,48128.79,109479.10,180882.10,113696.60
leucine_[M+H]+_132.1016_2.98453,184435.50,244554.00,176785.80,218290.00,185224.90,144059.70,39709.84,1188437899.00,814211.00,27936.29,1611177259.00,211053.20,6715818481.00,64775.74,8560680068.00,51010.42,75329.75,1440101231.00,1891665.00,1362876.00,1061572.00,1937118.00,1096226.00,1251799.00,774261.40,1133718.00,1094460.00,905691.50,1070669.00,1183025.00,1729660.00,1022464.00,1035050.00,1531923.00,381575.20,412548.90,3890167511.00,134897.50,121109.70,91010.16,122259.60,161840.80,8064493341.00,855772608.00,8406578292.00,6545799421.00,35130.74,176777.80,32118.40,110016.80,148721.90,49595.00,152880.40,9492248552.00,1183050.00,200646.60,1361949.00,1379432.00,205548.20,1141109.00,1251147.00,54143.73,1111433.00,1513559.00,1521198.00,1600470.00,2086530.00,900174.20,874118.60,2035201.00,1096775.00,824380.80
ABA_[2M+H]+_529.2794_47.76084,159091.20,1789938006.00,213473.20,248194.40,222663.40,139249.30,27948.69,130379.20,24198.27,42433.64,92987.29,150330.70,8979951123.00,263574.10,136730.30,294605.30,186212267.00,192423987.00,801861.00,936360.80,858614.10,958991.10,1344967.00,1537010.00,1109073.00,1404665.00,1400745.00,1252843.00,658835.00,787610.50,2148592.00,935910.80,1500336.00,2212336.00,1607381.00,2947617.00,1399693137.00,33329.65,1767938546.00,26745.43,7933732435.00,121202.90,89057.27,26649.12,1931756104.00,46171.98,34289.60,190416.30,94428.68,87451.34,1656598815.00,144112.30,25480.01,26377.12,1344037.00,167769.80,1489378.00,1435350.00,360264.30,1141480.00,1177268.00,1743869005.00,934826.80,1412305.00,851605.90,991671.30,1222532.00,1554717.00,1292604.00,980103.90,1229956.00,1190996.00
3-Phenyl-2H-chromene_[M+H]+_209.0977_6.204473,252063.20,2429688.00,1093131143.00,303412.20,2298511.00,383118.20,256564.70,1636828.00,1353503819.00,333928.10,2101169.00,2613307547.00,1864426798.00,2857426.00,1766615373.00,3649769.00,2510272.00,1878299.00,399380.60,374699.00,334044.10,383522.80,469042.60,505277.70,274064.20,473301.60,405311.60,499246.60,317486.20,368142.50,312357.80,227963.30,323826.60,286511.40,340788.90,457429.60,1286709477.00,1764779638.00,2404441.00,5224287993.00,1733990943.00,764094.20,2327573.00,2025775123.00,282626.00,1644246.00,74988.70,1618048.00,121930.10,93119.03,1189162.00,2076113951.00,2395010.00,2025882803.00,336391.10,2702103.00,430745.20,348120.60,3052028.00,374528.50,195401.30,352012.80,436512.60,183669.40,353254.50,364836.00,291728.70,459844.80,427599.70,252744.10,318627.40,284124.30
unknown_299.1268_60.95139,178410.90,235317.70,209767.70,215771.60,277475.80,205103.20,2088914146.00,2434508649.00,37055.18,4004251512.00,176000.10,1207892413.00,129890.60,321537.00,185912.50,194786.20,30617.16,42928.48,1163785906.00,36826.93,5977748279.00,48103.24,5526501516.00,36305.00,110088.70,32973.23,109329.90,77758.84,16627561.00,99367.48,71853.15,72922.90,118325.80,92912.76,36758.11,168731.00,146090.80,42288.25,192585.40,26332.63,45374.55,117108.60,128708.30,39441.18,130935.50,224408.50,37242.05,444930.60,150828.50,211162.10,25058.70,250126.60,140583.80,172367.20,77855.68,136915.80,2178668853.00,9786510759.00,214131.50,4139534049.00,1475715083.00,177330.20,65660.23,111905.00,35399.02,47253.16,26535.75,178494.20,275450.00,38121.75,78176.76,97165.60
unknown_471.1067_6.817751,22279.46,9651723886.00,1294294201.00,8253515333.00,1883.59,1478685654.00,103186.50,87827.88,8663574839.00,758322151.00,220145.20,25825.53,83738.91,21421.36,87366.69,51465.47,24098.88,23258.77,397347.50,348941.80,353906.80,403735.50,163582.70,234290.60,228195.90,117519.90,215393.20,232429.40,338264.70,269978.30,623887.90,357193.50,396854.30,563615.60,672834.50,607435.30,1680127783.00,1058278814.00,48718.17,2152814932.00,5297870553.00,25695.59,1854453192.00,2159504559.00,6532194386.00,58199.25,76660.26,27106.52,24030.04,79617.24,1848180889.00,2009983577.00,112892.90,159458.60,351382.60,39213.04,342683.70,884763.10,22918.43,479862.90,469615.30,25492.01,463786.30,515304.50,267204.70,707625.90,498190.70,1789239.00,1579708.00,444867.80,794945.00,1229543.00
Indole-3-carboxaldehyde_[M+H]+_146.0596_25.50526,27662.30,48889.65,48584.37,1030750349.00,44480.70,164514.80,80639.45,43372.98,51863.96,24111.79,99922.87,431483.40,174828.80,2027922976.00,8149938773.00,7775880036.00,1236231606.00,26660.48,267841.70,268253.30,170637.10,238632.00,348369.40,402968.40,223692.30,384207.10,386576.30,400858.30,646941.10,397860.40,485673.80,412717.10,385250.70,242591.80,478182.70,466805.50,204156.80,1854220853.00,21930.10,8603992181.00,237434.60,9673268409.00,24001.03,833283.50,2986143867.00,22816.78,322342.70,8914431153.00,1413749109.00,36218.71,4076061438.00,1903226866.00,1669921123.00,9336432178.00,125560.20,21662.72,173007.00,165881.60,22191.70,161193.30,300738.90,112505.00,308983.00,395736.80,409863.80,667496.20,379995.40,603343.60,746862.80,317078.10,845249.50,689867.20
unknown_126.0535_3.413721,180546.10,179448.40,223470.90,2196150855.00,214815.50,355729.10,642822.40,455577.10,649319.20,389657.00,508506.10,597673.40,297187.70,641434.20,1190989777.00,967702.50,659764.90,1024651.00,26767.21,60057.03,126114.70,52530.77,96768.57,172715.70,127323.70,155786.00,182876.50,3505603325.00,43767.81,8709130485.00,2220652712.00,23958.76,98732.01,1606736585.00,114516.20,128509.20,3434570179.00,161471.40,125910.70,119101.90,241336.40,127346.20,667113.30,777195.70,455527.70,626817.10,806120.80,71855.18,306805.80,362383.00,436401.10,192826.60,150772.50,604671.80,34523.53,185168.70,1710677328.00,27795.90,212605.50,156940947.00,106749.60,886501.30,86859.05,1928491596.00,46429.35,43839.47,25322.99,145783.70,58217.57,55046.04,62663.09,146826.10
